Sr. No.,Work Type,Work ID,State,IDA District,IDA Office,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount (INR)
70652,Lighting of public spaces,WS/MP792/2025-2026/225857,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2026-04-28,BALAJI ENTERPRISES,Payment Success,2437517.0
70653,Lighting of public spaces,WS/MP792/2025-2026/225865,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2026-06-23,BALAJI ENTERPRISES,Payment Success,2262982.0
70654,Lighting of public spaces,WS/MP792/2025-2026/225865,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2025-11-18,BALAJI ENTERPRISES,Payment Success,5222264.0
70655,Lighting of public spaces,WS/MP792/2025-2026/225857,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2025-12-11,BALAJI ENTERPRISES,Payment Success,1566974.0
70656,Lighting of public spaces,WS/MP792/2025-2026/225865,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2025-12-11,BALAJI ENTERPRISES,Payment Success,1218528.0
70657,Lighting of public spaces,WS/MP792/2025-2026/188277,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2025-12-17,BALAJI ENTERPRISES,Payment Success,522324.0
70658,Lighting of public spaces,WS/MP792/2025-2026/225860,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2025-12-16,BALAJI ENTERPRISES,Payment Success,870541.0
70659,Lighting of public spaces,WS/MP792/2025-2026/225857,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2025-09-30,BALAJI ENTERPRISES,Payment Success,5223249.0
70660,Lighting of public spaces,WS/MP792/2025-2026/225860,Uttar Pradesh,HARDOI,DISTRICT MAGISTRATE HARDOI,Jai Prakash,HARDOI (SC),2025-10-17,BALAJI ENTERPRISES,Payment Success,4352708.0
70661,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18265/2025-2026/154905,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE,M.K. VISHNUPRASAD,CUDDALORE,2025-08-05,MPLADS RS BDO BP,Payment Success,999979.0
70662,Construction of public irrigation facilities,WS/MP18153/2025-2026/212674,Punjab,FAZILKA,DEPUTY COMMISSIONER FAZILKA,SHER SINGH GHUBAYA,FIROZPUR,2025-07-25,TITU B K O,Payment Success,48000.0
70663,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18173/2024-2025/137916,Tamil Nadu,TIRUVANNAMALAI,DISTRICT COLLECTOR TIRUVANNAMALAI,THARANIVENTHAN M S,ARANI,2025-03-28,BALAJI P,Payment Success,349860.0
70664,Construction of community centers and community halls,WS/MP18173/2024-2025/137915,Tamil Nadu,TIRUVANNAMALAI,DISTRICT COLLECTOR TIRUVANNAMALAI,THARANIVENTHAN M S,ARANI,2026-05-11,BALAJI P,Payment Success,999700.0
70665,Installing community drinking water plants,WS/MP582/2025-2026/163173,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),2026-03-09,JHANVI INTERNATIONAL,Payment Success,148900.0
70666,Installing community drinking water plants,WS/MP582/2025-2026/163167,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),2026-03-09,JHANVI INTERNATIONAL,Payment Success,148900.0
70667,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP18057/2024-2025/156442,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-05-26,JHANVI INTERNATIONAL,Payment Success,199160.0
70668,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP18057/2024-2025/156445,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-05-26,JHANVI INTERNATIONAL,Payment Success,448200.0
70669,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP18057/2024-2025/156450,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-05-28,JHANVI INTERNATIONAL,Payment Success,49800.0
70670,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP18057/2024-2025/156447,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-05-27,JHANVI INTERNATIONAL,Payment Success,199200.0
70671,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP18057/2024-2025/156449,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-05-27,JHANVI INTERNATIONAL,Payment Success,49800.0
70672,"Purchase of smart boards, visual display units and projectors",WS/MP18057/2025-2026/157141,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-07-16,JHANVI INTERNATIONAL,Payment Success,275800.0
70673,"Purchase of smart boards, visual display units and projectors",WS/MP18057/2024-2025/156845,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-07-16,JHANVI INTERNATIONAL,Payment Success,275800.0
70674,"Purchase of smart boards, visual display units and projectors",WS/MP18057/2025-2026/157140,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-07-16,JHANVI INTERNATIONAL,Payment Success,275800.0
70675,"Purchase of smart boards, visual display units and projectors",WS/MP18057/2025-2026/156846,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,2025-07-16,JHANVI INTERNATIONAL,Payment Success,275800.0
70676,Construction of community centers and community halls,WS/MP18101/2025-2026/182530,Madhya Pradesh,DAMOH,DISTRICT COLLECTOR DAMOH,RAHUL SINGH LODHI,DAMOH,2025-04-28,GRAM PANCHAYAT TARADEHI JP TENDUKHEDA,Payment Success,700000.0
70677,Construction of community centers and community halls,WS/MP18101/2025-2026/182530,Madhya Pradesh,DAMOH,DISTRICT COLLECTOR DAMOH,RAHUL SINGH LODHI,DAMOH,2026-05-19,GRAM PANCHAYAT TARADEHI JP TENDUKHEDA,Payment Success,299000.0
70678,Purchase of mobile water tankers,WS/MP18314/2025-2026/190956,Punjab,BARNALA,DEPUTY COMMISSIONER BARNALA,GURMEET SINGH MEET HAYER,SANGRUR,2025-09-30,Nagpal agro industries,Payment Success,250000.0
70679,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236605,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-21,ANURAG JAIN,Payment Success,399764.0
70680,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235922,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,338863.0
70681,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235926,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,409774.0
70682,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235916,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,2192.0
70683,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235920,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,10227.0
70684,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235918,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,10961.0
70685,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235921,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,9393.0
70686,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236619,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,9858.0
70687,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236606,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,375810.0
70688,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236618,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,385565.0
70689,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236599,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,420098.0
70690,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236598,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,380181.0
70691,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236626,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,21924.0
70692,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236602,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-04-20,AADITYA VAIDHYA,Payment Success,19889.0
70693,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186305,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-09,AADITYA VAIDHYA,Payment Success,17746.0
70694,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186300,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-17,AADITYA VAIDHYA,Payment Success,32863.0
70695,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236602,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-05-21,AADITYA VAIDHYA,Payment Success,475167.0
70696,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236626,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-05-21,AADITYA VAIDHYA,Payment Success,963935.0
70697,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236599,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-05-21,AADITYA VAIDHYA,Payment Success,76916.0
70698,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236618,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-05-21,AADITYA VAIDHYA,Payment Success,106864.0
70699,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235921,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-05-21,AADITYA VAIDHYA,Payment Success,486538.0
70700,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236619,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-05-21,AADITYA VAIDHYA,Payment Success,488805.0
70701,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235916,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-05-21,AADITYA VAIDHYA,Payment Success,494832.0
70702,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/236632,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2026-05-02,AADITYA VAIDHYA,Payment Success,987074.0
70703,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186305,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-12-16,AADITYA VAIDHYA,Payment Success,936658.0
70704,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186331,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-12-16,AADITYA VAIDHYA,Payment Success,917486.0
70705,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186333,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-25,AADITYA VAIDHYA,Payment Success,659488.0
70706,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186298,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-26,AADITYA VAIDHYA,Payment Success,21909.0
70707,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186302,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-26,AADITYA VAIDHYA,Payment Success,56343.0
70708,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186334,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-26,AADITYA VAIDHYA,Payment Success,628059.0
70709,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186331,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-26,AADITYA VAIDHYA,Payment Success,35054.0
70710,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186353,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-26,AADITYA VAIDHYA,Payment Success,476771.0
70711,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186335,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-09-26,AADITYA VAIDHYA,Payment Success,847782.0
70712,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186335,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-12-16,AADITYA VAIDHYA,Payment Success,106030.0
70713,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186333,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-12-16,AADITYA VAIDHYA,Payment Success,51985.0
70714,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186334,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-12-16,AADITYA VAIDHYA,Payment Success,86517.0
70715,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186300,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-12-16,AADITYA VAIDHYA,Payment Success,919088.0
70716,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186298,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-10-24,AADITYA VAIDHYA,Payment Success,932557.0
70717,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/186302,Uttar Pradesh,LALITPUR,DISTRICT MAGISTRATE LALITPUR,Anurag Sharma,JHANSI,2025-10-24,AADITYA VAIDHYA,Payment Success,671805.0
70718,Construction of boundary walls of existing public and community buildings,WS/MP638/2025-2026/236616,Madhya Pradesh,CHHATARPUR,District Collector Chhatarpur,Virendra Kumar,TIKAMGARH(SC),2025-11-04,GRAM PANCHAYAT KADARI,Payment Success,180000.0
70719,Construction of boundary walls of existing public and community buildings,WS/MP638/2025-2026/236616,Madhya Pradesh,CHHATARPUR,District Collector Chhatarpur,Virendra Kumar,TIKAMGARH(SC),2026-02-13,GRAM PANCHAYAT KADARI,Payment Success,120000.0
70720,Construction of boundary walls of existing public and community buildings,WS/MP18051/2025-2026/238739,Chhattisgarh,MAHASAMUND,DISTRICT COLLECTOR MAHASAMUND,ROOP KUMARI CHOUDHARY,MAHASAMUND,2026-01-21,GRAM PANCHYAT TOSHGAON,Payment Success,250000.0
70721,Construction of community centers and community halls,WS/MP429/2025-2026/193671,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-07-04,SARPANCH SACHIV GRAM PANCHAYAT NAWAPARA,Payment Success,100000.0
70722,Construction of community centers and community halls,WS/MP429/2025-2026/205633,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-06-05,SARPANCH SACHIV GRAM PANCHAYAT NAWAPARA,Payment Success,150000.0
70723,Construction of common work sheds/ common covered sitting area,WS/MP429/2024-2025/151723,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2026-02-06,SARPANCH SACHIV GRAM PANCHAYAT NAWAPARA,Payment Success,198411.0
70724,Construction of community centers and community halls,WS/MP429/2025-2026/205633,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-07-14,SARPANCH SACHIV GRAM PANCHAYAT NAWAPARA,Payment Success,150000.0
70725,Construction of community centers and community halls,WS/MP429/2025-2026/193671,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-10-07,SARPANCH SACHIV GRAM PANCHAYAT NAWAPARA,Payment Success,99891.0
70726,Construction of common work sheds/ common covered sitting area,WS/MP429/2024-2025/151723,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-11-27,SARPANCH SACHIV GRAM PANCHAYAT NAWAPARA,Payment Success,200000.0
70727,Construction of common work sheds/ common covered sitting area,WS/MP429/2024-2025/151722,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-12-05,GRAM PANCHAYAT SILLI,Payment Success,200000.0
70728,Renovation of ponds and lakes,WS/MP429/2024-2025/144851,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-07-14,GRAM PANCHAYAT SILLI,Payment Success,149681.0
70729,Construction of common work sheds/ common covered sitting area,WS/MP429/2024-2025/151722,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2025-07-09,GRAM PANCHAYAT SILLI,Payment Success,200000.0
70730,Renovation of ponds and lakes,WS/MP429/2024-2025/144851,Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-10-25,GRAM PANCHAYAT SILLI,Payment Success,150000.0
70731,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP650/2025-2026/216023,Madhya Pradesh,INDORE,DISTRICT COLLECTOR INDORE,Shankar Lalwani,INDORE,2026-05-05,Jai Ambe Traders,Payment Success,32277.0
70732,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP650/2025-2026/216023,Madhya Pradesh,INDORE,DISTRICT COLLECTOR INDORE,Shankar Lalwani,INDORE,2026-05-05,Jai Ambe Traders,Payment Success,78694.0
70733,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP650/2025-2026/216023,Madhya Pradesh,INDORE,DISTRICT COLLECTOR INDORE,Shankar Lalwani,INDORE,2026-05-05,Jai Ambe Traders,Payment Success,67968.0
70734,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18054/2025-2026/193127,Gujarat,MAHESANA,DISTRICT COLLECTOR MAHESANA,HARIBHAI PATEL,MAHESANA,2026-03-25,PILVAI GRAM PANCHAYAT,Payment Success,500000.0
70735,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18335/2024-2025/152917,Chhattisgarh,JASHPUR,DISTRICT COLLECTOR JASHPUR,RADHE SHYAM RATHIYA,RAIGARH(ST),2025-01-03,Gram Panchayat Kaliba,Payment Success,250000.0
70736,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP18335/2024-2025/152917,Chhattisgarh,JASHPUR,DISTRICT COLLECTOR JASHPUR,RADHE SHYAM RATHIYA,RAIGARH(ST),2025-11-06,Gram Panchayat Kaliba,Payment Success,250000.0
70737,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2025-2026/166238,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-11-21,POONAM TYAGI,Payment Success,214346.0
70738,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2025-2026/166227,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-12-05,POONAM TYAGI,Payment Success,256102.0
70739,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2025-2026/166228,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-08-04,POONAM TYAGI,Payment Success,713845.0
70740,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2024-2025/143081,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-06-28,POONAM TYAGI,Payment Success,155343.0
70741,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2024-2025/143077,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-06-28,POONAM TYAGI,Payment Success,127455.0
70742,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2025-2026/166238,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-07-02,POONAM TYAGI,Payment Success,674663.0
70743,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2025-2026/166227,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-07-02,POONAM TYAGI,Payment Success,741239.0
70744,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2025-2026/166228,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2026-05-24,POONAM TYAGI,Payment Success,251957.0
70745,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2024-2025/143077,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-02-08,POONAM TYAGI,Payment Success,594453.0
70746,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18229/2024-2025/143081,Uttar Pradesh,MEERUT,DISTRICT MAGISTRATE MEERUT,ARUN GOVIL,MEERUT,2025-02-08,POONAM TYAGI,Payment Success,565527.0
70747,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP638/2025-2026/237541,Madhya Pradesh,TIKAMGARH,DISTRICT COLLECTOR TIKAMGARH,Virendra Kumar,TIKAMGARH(SC),2026-04-25,Gram Panchayat Patha,Payment Success,103820.0
70748,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP638/2025-2026/237446,Madhya Pradesh,TIKAMGARH,DISTRICT COLLECTOR TIKAMGARH,Virendra Kumar,TIKAMGARH(SC),2026-04-25,Gram Panchayat Kunwarpura,Payment Success,103820.0
70749,Construction of community centers and community halls,WS/MP18336/2024-2025/147585,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR,BRIJMOHAN AGRAWAL,RAIPUR,2025-09-15,GRAM PANCHAYAT KHAPRIDIHKHURD,Payment Success,321255.0
70750,Construction of community centers and community halls,WS/MP18336/2024-2025/147585,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR,BRIJMOHAN AGRAWAL,RAIPUR,2024-12-11,GRAM PANCHAYAT KHAPRIDIHKHURD,Payment Success,350000.0
70751,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP638/2025-2026/251865,Madhya Pradesh,TIKAMGARH,DISTRICT COLLECTOR TIKAMGARH,Virendra Kumar,TIKAMGARH(SC),2026-01-20,Gram Panchayat Hiranagar,Payment Success,103820.0
70752,Construction of boundary walls of existing public and community buildings,WS/MP638/2025-2026/237544,Madhya Pradesh,TIKAMGARH,DISTRICT COLLECTOR TIKAMGARH,Virendra Kumar,TIKAMGARH(SC),2026-05-29,Gram Panchayat Alampura,Payment Success,100000.0
70753,Construction of footpaths and pedestrian ways,WS/MP582/2025-2026/220117,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),2026-02-13,SARKUI GRAM PANCHAYAT,Payment Success,299597.0
70754,Construction of boundary walls of existing public and community buildings,WS/MP18181/2026-2027/222362,Tamil Nadu,COIMBATORE,DISTRICT COLLECTOR COIMBATORE,ESWARASAMY K,POLLACHI,2026-07-01,T Vijayakumar,Payment Success,2000000.0
70755,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP582/2024-2025/137299,Gujarat,SURAT,DISTRICT COLLECTOR SURAT,Prabhubhai Nagarbhai Vasava,BARDOLI(ST),2025-08-02,TADKESHVAR GRAM PANCHAYAT,Payment Success,497016.0
70756,Construction of culverts and bridges,WS/MP18155/2025-2026/247640,Punjab,HOSHIARPUR,DEPUTY COMMISSIONER HOSHIARPUR,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2026-08-07,Bhullar Spun Pipe Factory,Payment Success,8260.0
70757,Providing drains and gutters for public drainage,WS/MP18155/2024-2025/141709,Punjab,HOSHIARPUR,DEPUTY COMMISSIONER HOSHIARPUR,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2025-01-30,Bhullar Spun Pipe Factory,Payment Success,48573.0
70758,Providing drains and gutters for public drainage,WS/MP18155/2024-2025/141709,Punjab,HOSHIARPUR,DEPUTY COMMISSIONER HOSHIARPUR,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2025-01-30,Bhullar Spun Pipe Factory,Payment Success,48573.0
70759,Providing drains and gutters for public drainage,WS/MP18155/2024-2025/141709,Punjab,HOSHIARPUR,DEPUTY COMMISSIONER HOSHIARPUR,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2025-01-30,Bhullar Spun Pipe Factory,Payment Success,48573.0
